image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,loss,gain_ratio,purify_aware,wm_q_attack,wm_block_frac,wm_topk,wm_eps,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_184837,dct_wm,instruct-pix2pix,turn the color of frame to pink,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.19635,0.91285,28.711,0.64108,0.03665,0.22895,0.80562,22.658,0.35368,0.11247,0.36377,0.03668,149.9
task_env_weather_112463,dct_wm,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.36852,0.83339,28.778,0.5914,0.05606,0.42582,0.6302,16.935,0.28536,0.18775,0.27441,0.0364,150.6
task_env_weather_246440,dct_wm,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.13624,0.93524,28.185,0.65594,0.01979,0.2811,0.72489,19.733,0.23192,0.11353,0.31804,0.03897,150.7
task_obj_add_340466,dct_wm,instruct-pix2pix,Add orange juice,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.33154,0.83578,28.87,0.56227,0.05743,0.50188,0.67832,12.109,0.34161,0.19047,0.36684,0.03602,174.4
task_obj_add_692065,dct_wm,instruct-pix2pix,Add monk,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.20299,0.93044,28.714,0.6612,0.02449,0.21103,0.86561,23.792,0.42265,0.06419,0.32927,0.03667,205.6
task_obj_remove_380621,dct_wm,instruct-pix2pix,Remove iceberg,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.36045,0.86329,28.616,0.57111,0.07286,0.39146,0.7191,18.969,0.3045,0.14181,0.32455,0.03708,182.5
task_obj_swap_joint_mask_276754,dct_wm,instruct-pix2pix,Replace the satellite dish with rocket,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.2839,0.86094,28.995,0.5459,0.05735,0.47628,0.78593,17.184,0.08513,0.25171,0.31101,0.0355,150.6
task_obj_swap_rand_mask_298147,dct_wm,instruct-pix2pix,Replace the wizard's robe with red shirt,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.24417,0.84757,28.722,0.5766,0.03049,0.29431,0.73129,22.103,0.28315,0.11209,0.29343,0.03663,150.0
